Student_ID,Student_Name,University,Program,Graduation_Year,Region,Gender,Caste_Category,Socioeconomic_Status,Location_Type,Employment_Status,Industry,Avg_Starting_Salary,Employment_Rate,Avg_Time_to_Employment_months,Job_Satisfaction_Score,Tuition_Fees,Avg_Debt,Scholarship_Amount,ROI_Score,Career_Services_Score,Career_Guidance_Hours,Internship_Rate,Mentorship_Program,Alumni_Network_Score,Networking_Events_Attended
424,Ananya Das,Anna University,Mechanical Engineering,2019,South,Female,OBC,High,Urban,Employed,Education,727277,0.92,2.5,6.7,270607,198106,91875,4.07,7.7,16,0.82,Yes,9.5,9
425,Arjun Gupta,IIT Bombay,Electrical Engineering,2021,South,Female,General,Middle,Urban,Employed,IT,788610,0.86,2.4,8.0,359341,124140,13357,2.28,8.1,30,0.95,Yes,8.6,10
426,Vihaan Das,IIT Bombay,Data Science,2020,South,Female,SC,Middle,Rural,Employed,IT,530362,0.87,1.8,8.0,340580,109137,13665,1.62,9.0,19,0.82,Yes,8.0,5
427,Ananya Iyer,IIT Bombay,Computer Science,2019,East,Male,SC,Middle,Rural,Employed,Education,948652,0.83,2.3,6.4,370235,219239,22867,2.73,9.7,29,0.73,Yes,7.4,8
428,Anika Joshi,IIM Bangalore,Psychology,2021,South,Male,OBC,Low,Urban,Employed,Education,803686,0.89,3.9,9.2,514211,384350,117566,2.03,8.9,23,0.72,No,7.4,2
429,Anika Singh,Manipal University,Electrical Engineering,2023,South,Female,General,High,Urban,Employed,Research,869516,0.87,1.8,6.7,669072,429776,39314,1.38,7.5,22,0.84,No,9.3,2
430,Saanvi Kumar,Jadavpur University,Computer Science,2023,East,Female,SC,Middle,Urban,Employed,Education,839169,0.96,1.8,9.2,274888,105984,5978,3.12,8.6,30,0.74,No,7.9,10
431,Rohan Kumar,Delhi University,Mechanical Engineering,2018,East,Male,SC,High,Rural,Employed,Education,604325,0.84,3.9,6.7,290101,146260,80148,2.88,7.9,30,0.9,No,10.0,0
432,Meera Desai,IIT Bombay,Economics,2020,East,Female,OBC,Middle,Urban,Employed,Healthcare,1005831,0.88,2.4,9.3,564673,213345,60744,2.0,9.2,14,0.93,Yes,8.3,2
433,Krishna Desai,Anna University,Electrical Engineering,2021,South,Female,General,Middle,Urban,Employed,Healthcare,894519,0.92,3.4,8.4,222827,82838,55888,5.36,7.7,22,0.73,Yes,9.7,6
434,Myra Sharma,IIT Bombay,Computer Science,2019,East,Male,OBC,Low,Urban,Employed,IT,851205,0.93,3.7,9.3,159852,124494,6969,5.57,8.6,12,0.75,No,9.5,4
435,Diya Mehta,IIT Madras,Civil Engineering,2018,North,Male,SC,High,Urban,Employed,Finance,996538,0.83,3.0,6.9,461152,161994,108864,2.83,7.4,10,0.76,No,9.7,10
436,Myra Iyer,Anna University,Electrical Engineering,2018,East,Male,OBC,Low,Rural,Employed,Consulting,431825,0.9,3.0,6.6,274099,131635,11115,1.64,9.7,15,0.81,No,8.8,10
437,Ananya Bhat,Christ University,Data Science,2020,East,Female,General,Middle,Rural,Employed,Finance,544084,0.94,1.3,7.7,152284,111297,9741,3.82,9.3,14,0.8,No,7.4,4
438,Arjun Reddy,IIM Ahmedabad,Electrical Engineering,2021,West,Male,ST,Middle,Rural,Employed,Public Sector,903531,0.87,2.5,8.1,584052,350940,166881,2.17,8.0,30,0.93,No,9.4,8
439,Meera Gupta,BITS Pilani,Mechanical Engineering,2020,South,Female,OBC,High,Urban,Employed,IT,654851,0.95,2.1,9.4,363154,289416,4496,1.83,8.1,14,0.93,Yes,8.4,2
440,Ananya Roy,IIT Madras,Biotechnology,2023,North,Female,OBC,Low,Urban,Employed,Manufacturing,677696,0.91,1.2,9.3,272930,213165,92269,3.75,7.4,23,0.79,Yes,9.2,2
441,Aarav Nair,IIM Ahmedabad,Electrical Engineering,2019,West,Male,OBC,Low,Urban,Employed,Manufacturing,518667,0.88,2.9,6.1,642584,431674,196111,1.16,8.6,25,0.8,No,9.8,1
442,Arjun Patel,Amity University,Computer Science,2023,West,Male,OBC,Low,Rural,Employed,Public Sector,604825,0.89,3.9,6.5,420589,319468,131562,2.09,7.9,15,0.77,Yes,7.7,3
443,Myra Bhat,IIT Delhi,Civil Engineering,2021,West,Female,OBC,High,Urban,Employed,Consulting,1010728,0.82,2.1,9.1,574778,410177,43207,1.9,7.2,23,0.75,Yes,8.1,5
444,Aarav Gupta,IIM Bangalore,Electrical Engineering,2019,East,Male,General,Low,Urban,Employed,Healthcare,898663,0.81,1.9,9.8,183939,77285,11146,5.2,9.9,28,0.95,No,8.7,0
445,Aadhya Das,BITS Pilani,Biotechnology,2023,South,Male,SC,Middle,Rural,Employed,Finance,836967,0.88,3.6,6.1,497412,250518,194367,2.76,8.5,14,0.71,No,8.5,2
446,Arjun Roy,IIT Bombay,Mechanical Engineering,2022,South,Male,OBC,High,Urban,Employed,Consulting,684872,0.84,4.0,8.4,619217,428916,88872,1.29,7.9,23,0.71,No,8.9,2
447,Saanvi Mehta,IIT Bombay,Computer Science,2018,West,Male,SC,High,Urban,Employed,Public Sector,824401,0.83,3.3,7.0,478957,184330,77491,2.05,7.5,21,0.79,Yes,7.8,7
448,Ishaan Roy,VIT Vellore,Electrical Engineering,2021,East,Male,ST,Low,Rural,Employed,Research,1029854,0.89,1.8,9.5,285249,148447,67171,4.72,9.5,21,0.72,No,9.9,10
449,Vihaan Bhat,VIT Vellore,Computer Science,2021,East,Male,General,Low,Urban,Employed,Manufacturing,659364,0.91,3.7,7.9,568675,413378,58471,1.29,8.2,12,0.79,No,8.4,1
450,Sai Iyer,Amity University,Economics,2020,North,Female,OBC,Middle,Rural,Employed,Consulting,793002,0.82,1.6,8.3,659917,268135,249676,1.93,7.3,27,0.74,No,8.4,9
451,Myra Patel,Amity University,Business Administration,2018,South,Female,ST,Low,Urban,Employed,Research,1154160,0.95,2.6,8.7,432956,184454,46165,2.98,7.3,22,0.72,No,7.2,4
452,Sai Patel,IIT Bombay,Economics,2021,East,Female,SC,Low,Urban,Employed,Public Sector,941550,0.94,2.7,9.6,648597,368242,205483,2.12,7.5,21,0.93,No,9.1,3
453,Vivaan Desai,Jadavpur University,Electrical Engineering,2019,West,Female,SC,Low,Urban,Employed,Public Sector,687506,0.91,2.9,8.3,481777,171899,176670,2.25,8.2,10,0.95,Yes,8.6,0
454,Krishna Kumar,BITS Pilani,Biotechnology,2019,South,Male,ST,Low,Rural,Employed,IT,924361,0.87,2.1,9.3,538241,380477,4244,1.73,7.9,13,0.87,No,7.9,6
455,Navya Joshi,IIT Bombay,Electrical Engineering,2022,South,Female,ST,Middle,Urban,Employed,Research,485955,0.97,3.4,6.4,550098,243426,172911,1.29,9.1,19,0.88,Yes,8.3,10
456,Aarav Bhat,Amity University,Economics,2022,West,Male,ST,High,Urban,Employed,IT,785113,0.96,2.1,9.2,453986,329526,55540,1.97,7.7,22,0.73,No,8.4,7
457,Sara Chopra,IIT Delhi,Business Administration,2021,East,Male,SC,Middle,Rural,Employed,Healthcare,924134,0.86,3.9,10.0,154359,115783,27168,7.27,7.1,21,0.91,No,7.1,3
458,Meera Chopra,IIT Kanpur,Marketing,2023,South,Female,General,High,Rural,Employed,Research,876039,0.89,2.9,9.1,332155,166595,83394,3.52,8.6,13,0.88,Yes,8.3,10
459,Ishaan Chatterjee,IIT Madras,Business Administration,2018,West,Male,General,Low,Urban,Employed,Manufacturing,922117,0.97,2.9,9.1,179169,109122,71260,8.55,9.8,22,0.71,Yes,7.2,2
460,Rohan Gupta,IIM Bangalore,Civil Engineering,2018,East,Male,ST,Middle,Urban,Employed,Manufacturing,966784,0.84,1.5,6.3,174264,107903,13555,6.02,7.3,13,0.73,No,9.8,5
461,Krishna Chopra,IIT Bombay,Psychology,2019,North,Male,ST,Low,Rural,Employed,Research,891836,0.91,2.9,9.4,543482,404816,166081,2.36,9.7,15,0.77,Yes,9.4,1
462,Diya Pandey,Anna University,Marketing,2019,North,Male,OBC,High,Rural,Employed,IT,885923,0.84,3.2,9.8,174157,97353,19968,5.75,7.6,16,0.71,Yes,8.1,4
463,Ishaan Mehta,IIT Kanpur,Mechanical Engineering,2022,West,Female,SC,Middle,Rural,Employed,Research,841537,0.9,3.3,7.2,352432,149800,51872,2.8,9.1,18,0.94,Yes,9.7,3
464,Pari Bose,Amity University,Psychology,2021,West,Female,SC,Middle,Urban,Employed,Healthcare,583788,0.9,1.9,9.3,520058,253257,165858,1.65,9.5,11,0.94,No,8.3,10
465,Navya Pandey,BITS Pilani,Computer Science,2020,South,Male,OBC,Middle,Rural,Unemployed,,0,0.92,,,407234,136961,97428,0.0,8.1,13,0.7,Yes,9.3,3
466,Ira Desai,SRM University,Business Administration,2022,South,Male,General,Middle,Rural,Unemployed,,0,0.92,,,378026,132861,72888,0.0,9.1,12,0.84,No,9.8,6
467,Diya Joshi,IIT Kanpur,Civil Engineering,2021,East,Male,ST,Middle,Urban,Unemployed,,0,0.8,,,275052,99581,22431,0.0,8.8,17,0.84,No,8.8,9
468,Aarav Roy,IIM Bangalore,Electrical Engineering,2023,East,Female,General,High,Urban,Employed,IT,1010630,0.88,1.1,7.2,222827,119200,54405,6.0,9.2,21,0.8,No,7.8,7
469,Pari Iyer,Christ University,Business Administration,2019,North,Male,General,Low,Urban,Employed,Finance,706909,0.94,2.6,6.0,488542,356974,189858,2.37,8.3,16,0.88,No,7.5,0
470,Ishaan Patel,IIT Bombay,Computer Science,2020,West,Female,General,Middle,Rural,Employed,Manufacturing,977303,0.91,3.0,8.1,294455,174236,15715,3.51,7.4,28,0.92,No,9.6,3
471,Saanvi Mehta,VIT Vellore,Psychology,2018,South,Female,SC,High,Rural,Employed,Education,518968,0.92,1.2,8.0,460624,302026,92539,1.41,8.7,30,0.88,Yes,9.6,3
472,Aarav Kumar,Anna University,Economics,2022,South,Male,ST,Low,Rural,Employed,Consulting,900206,0.87,2.4,8.5,476972,312061,171780,2.95,7.5,14,0.75,No,8.5,3
473,Myra Kumar,IIT Bombay,Data Science,2019,North,Female,OBC,High,Rural,Employed,Public Sector,591503,0.86,1.4,8.2,262379,176453,31531,2.56,7.0,18,0.71,No,8.4,5
474,Sara Kumar,IIT Madras,Economics,2020,East,Female,SC,Low,Rural,Employed,Finance,1055585,0.89,1.3,6.2,201521,125811,55389,7.22,7.6,15,0.85,No,7.6,3
475,Aditya Gupta,IIT Bombay,Computer Science,2020,North,Male,SC,Low,Urban,Employed,Healthcare,882514,0.93,2.0,7.2,574211,284782,26556,1.61,7.7,18,0.82,Yes,9.5,9
476,Ananya Sharma,IIT Bombay,Electrical Engineering,2020,South,Female,SC,High,Urban,Employed,Finance,414063,0.83,1.8,6.3,324740,127841,117947,2.0,8.4,25,0.81,Yes,9.9,10
477,Aarav Bhat,IIM Ahmedabad,Psychology,2018,North,Male,ST,Low,Rural,Employed,IT,973553,0.88,3.2,10.0,454777,326384,137696,3.07,8.5,13,0.72,No,9.3,4
478,Pari Singh,IIM Ahmedabad,Psychology,2018,West,Male,SC,Middle,Rural,Employed,Education,856606,0.86,1.1,8.3,694534,461245,10867,1.25,7.4,17,0.86,Yes,8.2,6
479,Aadhya Kumar,Manipal University,Mechanical Engineering,2023,East,Male,ST,High,Urban,Employed,Public Sector,942679,0.85,1.1,8.1,333450,144268,91447,3.9,9.7,23,0.94,No,8.2,5
480,Anika Iyer,BITS Pilani,Psychology,2023,West,Female,SC,Low,Urban,Employed,Manufacturing,809403,0.81,1.9,7.8,638969,409235,137150,1.61,9.9,15,0.78,No,8.9,3
481,Ananya Desai,IIT Bombay,Computer Science,2023,East,Female,SC,Low,Rural,Unemployed,,0,0.96,,,150672,48961,9025,0.0,8.1,26,0.87,Yes,7.8,4
482,Arjun Kumar,BITS Pilani,Marketing,2020,West,Male,SC,Low,Urban,Employed,Healthcare,696542,0.92,2.0,8.3,555002,283762,25726,1.32,9.7,29,0.78,No,9.8,10
483,Krishna Singh,IIT Madras,Economics,2022,East,Male,SC,Middle,Urban,Employed,Public Sector,1081869,0.88,2.3,7.7,342279,167026,114528,4.75,7.3,20,0.83,No,8.6,6
484,Ira Sharma,Amity University,Biotechnology,2019,East,Male,ST,Low,Urban,Employed,Consulting,710899,0.88,3.3,8.1,283457,173034,74130,3.4,9.6,22,0.73,Yes,7.2,0
485,Vivaan Patel,IIM Bangalore,Mechanical Engineering,2018,East,Female,General,Middle,Rural,Employed,Finance,1090676,0.82,3.7,8.6,685634,459156,27797,1.66,9.1,27,0.89,No,8.5,2
486,Ananya Das,Manipal University,Computer Science,2019,North,Female,OBC,Low,Urban,Employed,Finance,715962,0.96,1.9,7.9,695073,242185,107108,1.22,7.3,26,0.81,Yes,7.1,2
487,Rohan Chatterjee,IIM Bangalore,Marketing,2019,North,Female,General,Middle,Urban,Employed,Manufacturing,743643,0.86,1.8,7.5,402373,155069,143309,2.87,7.6,19,0.87,No,8.4,1
488,Ira Bose,Christ University,Economics,2022,North,Male,General,Middle,Rural,Employed,Research,599171,0.96,2.4,8.9,161554,95360,2233,3.76,8.9,29,0.81,No,9.7,4
489,Aarav Menon,IIM Ahmedabad,Biotechnology,2019,North,Male,SC,High,Rural,Employed,Manufacturing,646440,0.96,1.2,9.4,518959,325888,147625,1.74,8.0,14,0.77,No,9.1,7
490,Myra Mehta,Jadavpur University,Electrical Engineering,2022,East,Female,OBC,High,Rural,Employed,Research,793063,0.86,1.7,9.1,220852,71216,20863,3.97,7.7,25,0.93,No,9.0,3
491,Aditya Menon,Manipal University,Economics,2018,North,Female,General,Low,Rural,Employed,Finance,846842,0.86,4.0,8.3,612976,417851,158999,1.87,8.9,15,0.78,No,7.1,3
492,Krishna Singh,Anna University,Psychology,2022,West,Female,OBC,Low,Urban,Employed,Healthcare,996864,0.86,2.2,8.2,240196,141968,82459,6.32,9.9,11,0.9,Yes,7.3,1
493,Diya Menon,VIT Vellore,Biotechnology,2020,East,Female,OBC,Low,Rural,Unemployed,,0,0.93,,,294570,206434,57524,0.0,8.3,12,0.84,Yes,8.1,4
494,Aditya Iyer,Anna University,Civil Engineering,2020,East,Male,SC,Low,Urban,Employed,Research,757202,0.87,1.2,8.8,525290,175434,41382,1.56,9.9,28,0.76,No,7.2,1
495,Saanvi Mehta,Amity University,Data Science,2019,East,Male,General,Middle,Rural,Employed,Consulting,1033420,0.94,2.7,8.4,212276,78466,71707,7.35,9.5,11,0.76,Yes,8.0,0
496,Aadhya Reddy,BITS Pilani,Marketing,2018,North,Male,ST,Low,Rural,Employed,IT,1124221,0.8,3.3,6.8,670719,371445,183635,2.31,8.3,17,0.71,Yes,7.9,9
497,Myra Sharma,Delhi University,Psychology,2023,West,Male,ST,Middle,Urban,Employed,Research,696493,0.87,1.2,6.9,294462,105356,15465,2.5,9.7,21,0.79,No,9.9,9
498,Aarav Gupta,BITS Pilani,Biotechnology,2018,North,Male,General,High,Urban,Employed,IT,680215,0.82,2.2,8.6,282871,146888,37040,2.77,7.1,30,0.92,No,8.0,10
499,Vivaan Reddy,IIM Bangalore,Biotechnology,2021,South,Male,ST,High,Rural,Employed,Education,700806,0.81,3.7,8.8,534757,369038,76725,1.53,9.6,18,0.78,Yes,7.7,9
500,Pari Singh,IIT Bombay,Civil Engineering,2020,North,Male,OBC,Middle,Urban,Unemployed,,0,0.88,,,298857,95016,30815,0.0,9.1,24,0.94,Yes,8.9,0
501,Ishaan Singh,Jadavpur University,Economics,2021,West,Female,General,Low,Rural,Employed,IT,766377,0.81,3.3,9.7,551172,271359,11643,1.42,7.7,23,0.83,No,8.1,9
502,Diya Singh,SRM University,Marketing,2023,West,Male,General,Middle,Rural,Unemployed,,0,0.87,,,209893,147701,72521,0.0,8.2,19,0.91,No,9.2,9
503,Navya Singh,IIT Madras,Economics,2023,East,Female,OBC,Low,Urban,Unemployed,,0,0.86,,,437721,150036,65518,0.0,9.3,28,0.8,No,7.9,10
504,Ishaan Bhat,IIT Delhi,Mechanical Engineering,2021,West,Female,SC,Middle,Urban,Employed,IT,1084100,0.9,1.2,9.6,611278,186094,9700,1.8,9.9,27,0.75,Yes,8.4,8
505,Diya Reddy,Anna University,Electrical Engineering,2019,South,Female,SC,Middle,Rural,Employed,Manufacturing,685850,0.9,1.1,8.9,304037,223655,85980,3.15,7.1,11,0.75,No,7.3,0
506,Ishaan Singh,IIT Delhi,Business Administration,2022,North,Male,OBC,Middle,Urban,Employed,Public Sector,689555,0.95,1.4,7.3,268680,149256,31061,2.9,7.6,23,0.72,No,8.7,5
507,Diya Bose,Amity University,Business Administration,2020,South,Female,SC,High,Urban,Employed,IT,926586,0.96,2.1,8.3,455002,348146,154986,3.09,7.1,20,0.83,No,8.8,10
508,Arjun Chopra,SRM University,Mechanical Engineering,2022,North,Male,OBC,High,Rural,Employed,IT,1109501,0.86,3.4,9.9,645273,406263,136402,2.18,8.3,28,0.77,Yes,7.8,3
509,Ira Joshi,Manipal University,Mechanical Engineering,2018,East,Male,ST,High,Rural,Employed,Consulting,1159175,0.9,3.5,6.5,680205,230060,189947,2.36,9.0,24,0.9,Yes,8.8,8
510,Rohan Bose,VIT Vellore,Marketing,2018,East,Male,SC,Middle,Rural,Employed,Finance,677442,0.8,1.4,7.1,578346,295252,38901,1.26,8.7,16,0.92,No,8.9,8
511,Pari Iyer,IIT Madras,Computer Science,2019,North,Female,General,High,Urban,Employed,Research,722459,0.9,2.8,10.0,592875,282910,105465,1.48,9.1,19,0.73,No,7.7,0
512,Vivaan Pandey,Anna University,Economics,2023,South,Female,ST,Middle,Rural,Unemployed,,0,0.86,,,342362,226593,133529,0.0,7.3,28,0.85,No,9.7,7
513,Sai Varma,Manipal University,Marketing,2020,West,Female,General,Low,Rural,Employed,IT,908699,0.96,1.1,9.8,692824,518683,266457,2.13,9.5,20,0.8,Yes,8.3,3
514,Sara Varma,IIM Bangalore,Marketing,2018,South,Female,General,Middle,Rural,Employed,Education,1016721,0.96,3.0,6.6,437150,237511,58624,2.69,9.7,18,0.95,Yes,7.9,3
515,Meera Varma,SRM University,Electrical Engineering,2021,North,Male,General,High,Urban,Employed,IT,450290,0.96,3.1,9.7,537491,215840,149727,1.16,8.3,14,0.91,No,8.3,1
516,Ira Bose,Anna University,Data Science,2018,East,Male,OBC,Middle,Urban,Employed,Healthcare,548531,0.92,1.9,9.7,227961,105673,66461,3.4,8.0,26,0.87,Yes,8.4,6
517,Aditya Varma,IIM Ahmedabad,Civil Engineering,2019,West,Male,General,Low,Urban,Employed,Healthcare,631818,0.96,3.6,9.0,428172,229096,127010,2.1,9.4,19,0.73,Yes,9.2,0
518,Sara Reddy,Anna University,Biotechnology,2022,East,Male,OBC,Low,Rural,Employed,Research,798344,0.91,2.5,8.5,396117,245139,126938,2.97,8.6,19,0.91,No,9.9,9
519,Aadhya Chatterjee,Anna University,Data Science,2021,West,Male,OBC,Low,Rural,Employed,Consulting,103838,0.92,3.3,7.9,409413,258425,30361,0.27,7.5,13,0.79,No,9.9,7
520,Anika Bose,VIT Vellore,Civil Engineering,2018,West,Male,SC,Middle,Urban,Employed,Consulting,625955,0.85,3.2,7.4,424312,270496,107801,1.98,8.2,22,0.77,Yes,8.3,0
521,Ananya Roy,BITS Pilani,Civil Engineering,2019,East,Male,OBC,High,Urban,Employed,IT,1064774,0.91,2.6,7.4,172143,120707,11829,6.64,9.3,21,0.89,Yes,8.0,3
522,Sai Chatterjee,BITS Pilani,Civil Engineering,2019,West,Female,OBC,Middle,Rural,Employed,Healthcare,573636,0.81,1.8,6.1,164303,52254,2625,3.55,9.3,26,0.8,No,8.6,10
523,Rohan Patel,IIM Bangalore,Mechanical Engineering,2018,North,Female,ST,Low,Rural,Employed,Finance,848004,0.82,2.8,7.6,679016,448867,217778,1.84,7.1,27,0.85,Yes,9.2,9
524,Ananya Joshi,BITS Pilani,Biotechnology,2018,South,Male,SC,Middle,Rural,Employed,Education,861110,0.95,2.6,7.0,644299,314604,112599,1.62,7.3,27,0.77,No,9.9,0
525,Pari Chopra,IIM Ahmedabad,Biotechnology,2019,West,Male,ST,Low,Urban,Employed,Public Sector,881123,0.9,1.6,9.8,537786,289545,28560,1.73,8.9,30,0.94,Yes,8.0,9
526,Rohan Reddy,IIT Madras,Economics,2021,East,Female,OBC,Low,Rural,Employed,Education,943001,0.92,3.3,9.2,504280,361650,9570,1.91,8.0,23,0.92,No,8.7,8
527,Pari Joshi,VIT Vellore,Civil Engineering,2018,North,Female,ST,High,Rural,Employed,Research,1001704,0.81,2.3,6.7,231269,112822,1785,4.37,7.5,15,0.75,Yes,9.2,8
528,Pari Nair,Manipal University,Biotechnology,2021,North,Female,ST,Low,Rural,Employed,Education,1106337,0.94,3.9,7.5,434276,243733,161244,4.05,9.7,15,0.74,Yes,8.7,9
529,Ishaan Mehta,Anna University,Civil Engineering,2020,North,Female,OBC,Low,Rural,Employed,Research,725935,0.89,2.0,6.2,337931,126783,17576,2.27,10.0,16,0.75,Yes,7.0,7
530,Anika Menon,IIT Bombay,Business Administration,2020,South,Male,SC,High,Urban,Employed,Education,633288,0.81,1.5,8.9,596867,353485,80150,1.23,8.1,18,0.84,Yes,9.3,4
531,Sai Singh,Jadavpur University,Mechanical Engineering,2019,West,Male,ST,Middle,Rural,Employed,Manufacturing,883650,0.95,2.0,9.6,152800,105689,14184,6.37,7.3,14,0.74,No,9.4,0
532,Arjun Varma,SRM University,Psychology,2019,North,Female,ST,Middle,Rural,Employed,Research,880082,0.95,3.5,9.8,545637,374830,185137,2.44,8.4,26,0.78,Yes,7.9,10
533,Ishaan Nair,Christ University,Economics,2022,North,Female,ST,High,Rural,Employed,Research,963550,0.9,3.6,9.7,515093,200374,95862,2.3,9.6,21,0.88,Yes,9.3,3
534,Myra Pandey,IIT Madras,Computer Science,2022,North,Male,ST,Middle,Urban,Unemployed,,0,0.91,,,475468,220724,96696,0.0,9.7,10,0.85,Yes,8.5,10
535,Pari Chopra,IIT Delhi,Data Science,2022,West,Female,General,High,Urban,Employed,Public Sector,502121,0.95,1.4,7.7,664117,256937,54466,0.82,7.1,14,0.88,Yes,7.1,1
536,Vihaan Roy,VIT Vellore,Computer Science,2023,South,Female,General,High,Rural,Employed,IT,929096,0.89,3.8,7.6,498824,358473,82963,2.23,9.7,28,0.88,No,7.5,10
537,Vihaan Reddy,IIT Kanpur,Biotechnology,2018,West,Male,SC,Low,Urban,Employed,Education,1232650,0.82,2.4,9.3,358334,230895,107282,4.91,7.5,10,0.78,No,9.2,1
538,Saanvi Roy,IIT Bombay,Mechanical Engineering,2020,South,Male,OBC,High,Urban,Employed,IT,849876,0.93,3.2,7.2,327561,227447,28511,2.84,8.9,17,0.78,Yes,8.4,6
539,Ananya Menon,IIM Bangalore,Electrical Engineering,2019,East,Female,ST,Low,Urban,Unemployed,,0,0.86,,,335715,265093,67988,0.0,9.1,25,0.79,No,7.8,10
540,Navya Roy,Christ University,Electrical Engineering,2020,West,Male,ST,Low,Urban,Employed,Education,1115490,0.84,2.4,6.1,367523,173136,132059,4.74,8.7,18,0.72,Yes,9.2,1
541,Navya Menon,Anna University,Electrical Engineering,2020,North,Female,SC,Middle,Rural,Employed,Finance,835109,0.83,2.1,6.7,526317,386666,2070,1.59,7.5,20,0.86,Yes,8.4,8
542,Sai Sharma,Anna University,Marketing,2019,West,Female,ST,High,Rural,Employed,Education,881702,0.87,3.3,9.8,541344,325061,126499,2.13,9.0,17,0.89,Yes,7.9,6
543,Saanvi Sharma,IIT Madras,Biotechnology,2019,South,Male,SC,High,Urban,Employed,Consulting,727408,0.88,3.0,6.8,206413,162067,40537,4.39,9.4,21,0.81,Yes,7.4,2
544,Ananya Das,IIT Bombay,Electrical Engineering,2019,South,Male,OBC,Middle,Urban,Employed,Consulting,834927,0.91,3.5,8.8,155184,83593,22591,6.3,7.3,22,0.87,No,8.6,1
545,Myra Nair,IIM Ahmedabad,Electrical Engineering,2022,West,Female,SC,Middle,Rural,Employed,Finance,703973,0.86,2.0,9.3,513716,279540,194099,2.2,9.9,29,0.74,Yes,7.1,9
546,Anika Chopra,Amity University,Mechanical Engineering,2019,North,Male,OBC,Middle,Urban,Employed,Education,825560,0.81,3.9,7.7,606550,210124,100680,1.63,9.0,19,0.78,No,8.3,2
547,Myra Varma,Christ University,Mechanical Engineering,2018,West,Female,General,Middle,Urban,Unemployed,,0,0.87,,,318698,146445,75324,0.0,8.5,10,0.82,No,9.1,0
548,Ananya Bose,IIM Bangalore,Mechanical Engineering,2018,East,Female,SC,Middle,Rural,Unemployed,,0,0.83,,,337526,266769,100524,0.0,9.6,10,0.78,No,7.2,9
549,Ira Bose,IIT Delhi,Psychology,2020,West,Female,General,Low,Rural,Employed,IT,873420,0.85,2.3,7.8,537235,228949,88463,1.95,9.0,10,0.84,Yes,9.3,4
550,Vihaan Bhat,IIT Bombay,Business Administration,2022,North,Male,ST,Low,Urban,Employed,Finance,694838,0.96,3.7,9.7,282177,187194,82958,3.49,8.5,21,0.94,Yes,9.7,8
551,Saanvi Roy,IIT Delhi,Mechanical Engineering,2021,North,Female,SC,Low,Urban,Employed,Finance,773792,0.92,3.2,6.3,504180,385052,196415,2.51,7.9,15,0.94,No,8.2,6
552,Aditya Kumar,Jadavpur University,Data Science,2022,East,Female,OBC,High,Urban,Employed,Public Sector,392951,0.9,3.7,8.7,375663,255585,114542,1.5,7.8,15,0.77,Yes,9.1,4
553,Aarav Bose,IIT Kanpur,Computer Science,2022,West,Female,OBC,Middle,Rural,Employed,Consulting,459801,0.9,2.9,7.3,251866,103431,2368,1.84,9.1,29,0.77,No,7.7,6
554,Pari Chatterjee,IIT Delhi,Business Administration,2021,South,Female,SC,Middle,Rural,Unemployed,,0,0.91,,,673212,272865,89135,0.0,9.0,11,0.87,Yes,7.8,8
555,Aadhya Reddy,IIT Kanpur,Biotechnology,2023,West,Female,SC,Middle,Rural,Employed,Public Sector,718701,0.93,1.9,9.0,181000,68408,21854,4.52,8.9,23,0.95,Yes,8.7,3
556,Myra Chatterjee,IIT Madras,Economics,2018,South,Male,General,Middle,Urban,Employed,Education,888002,0.85,2.1,6.4,337299,247053,105150,3.83,8.7,16,0.8,No,8.1,10
557,Diya Varma,Delhi University,Biotechnology,2020,West,Female,OBC,Middle,Rural,Employed,Public Sector,699589,0.92,1.3,8.3,314592,239705,23281,2.4,8.2,20,0.89,Yes,7.0,6
558,Sara Bose,IIT Kanpur,Computer Science,2018,West,Male,OBC,High,Urban,Employed,Consulting,848760,0.89,3.6,9.4,412081,157921,163969,3.42,8.4,21,0.71,No,7.3,2
559,Ira Pandey,Manipal University,Civil Engineering,2019,East,Male,ST,High,Urban,Employed,Education,687184,0.94,3.9,8.0,217961,162865,27132,3.6,8.7,29,0.81,Yes,8.4,1
560,Anika Joshi,Christ University,Electrical Engineering,2023,North,Male,ST,High,Urban,Employed,IT,930040,0.92,2.8,10.0,576085,422576,123262,2.05,9.6,23,0.94,Yes,7.2,0
561,Ira Mehta,Christ University,Computer Science,2021,East,Female,ST,High,Urban,Employed,Public Sector,780164,0.92,2.1,8.6,599407,415815,27164,1.36,7.4,28,0.89,Yes,7.8,2
562,Rohan Mehta,IIT Kanpur,Data Science,2023,West,Male,SC,High,Urban,Employed,Public Sector,494894,0.9,3.3,6.6,406616,275885,89769,1.56,7.9,24,0.87,No,8.3,4
563,Aarav Gupta,Amity University,Business Administration,2021,East,Female,SC,Middle,Urban,Unemployed,,0,0.84,,,611229,389132,40485,0.0,9.2,14,0.85,No,9.1,3
564,Aarav Kumar,Jadavpur University,Data Science,2021,West,Male,General,Middle,Rural,Employed,Manufacturing,661618,0.91,3.6,7.9,510934,317763,153914,1.85,9.6,21,0.79,No,7.9,7
